Ἰησοῦς	Ἰησοῦς	N-	----NSM-
εἶπε(ν)	λέγω	V-	3AAI-S--
φωνήσατε	φωνέω	V-	2AAD-P--
αὐτόν	αὐτός	RP	----ASM-
καί	καί	C-	--------
φωνοῦσι(ν)	φωνέω	V-	3PAI-P--
τόν	ὁ	RA	----ASM-
τυφλόν	τυφλός	A-	----ASM-
λέγοντες	λέγω	V-	-PAPNPM-
αὐτῷ	αὐτός	RP	----DSM-
θάρσει	θαρσέω	V-	2PAD-S--
ἔγειρε	ἐγείρω	V-	2PAD-S--
φωνεῖ	φωνέω	V-	3PAI-S--
σε	σύ	RP	----AS--
ὁ	ὁ	RA	----NSM-
δέ	δέ	C-	--------
ἀποβαλών	ἀποβάλλω	V-	-AAPNSM-
τό	ὁ	RA	----ASN-
ἱμάτιον	ἱμάτιον	N-	----ASN-
αὐτοῦ	αὐτός	RP	----GSM-
ἀναπηδήσας	ἀναπηδάω	V-	-AAPNSM-
ἦλθε(ν)	ἔρχομαι	V-	3AAI-S--
πρός	πρός	P-	--------
τόν	ὁ	RA	----ASM-
Ἰησοῦν	Ἰησοῦς	N-	----ASM-
καί	καί	C-	--------
ἀποκριθείς	ἀποκρίνομαι	V-	-APPNSM-
αὐτῷ	αὐτός	RP	----DSM-
ὁ	ὁ	RA	----NSM-
Ἰησοῦς	Ἰησοῦς	N-	----NSM-
εἶπε(ν)	λέγω	V-	3AAI-S--
τί	τίς	RI	----ASN-
σοι	σύ	RP	----DS--
θέλεις	θέλω	V-	2PAI-S--
ποιήσω	ποιέω	V-	1AAS-S--
ὁ	ὁ	RA	----NSM-
δέ	δέ	C-	--------
τυφλός	τυφλός	A-	----NSM-
εἶπε(ν)	λέγω	V-	3AAI-S--
αὐτῷ	αὐτός	RP	----DSM-
ραββουνι	ραββουνι	N-	----VSM-
ἵνα	ἵνα	C-	--------
ἀναβλέψω	ἀναβλέπω	V-	1AAS-S--
καί	καί	C-	--------
ὁ	ὁ	RA	----NSM-
Ἰησοῦς	Ἰησοῦς	N-	----NSM-
εἶπε(ν)	λέγω	V-	3AAI-S--
αὐτῷ	αὐτός	RP	----DSM-
ὕπαγε	ὑπάγω	V-	2PAD-S--
ἡ	ὁ	RA	----NSF-
πίστις	πίστις	N-	----NSF-
σου	σύ	RP	----GS--
σέσωκε(ν)	σῴζω	V-	3XAI-S--
σε	σύ	RP	----AS--
καί	καί	C-	--------
εὐθύς	εὐθύς	A-	----NSM-
ἀνέβλεψε(ν)	ἀναβλέπω	V-	3AAI-S--
καί	καί	C-	--------
ἠκολούθει	ἀκολουθέω	V-	3IAI-S--
αὐτῷ	αὐτός	RP	----DSM-
ἐν	ἐν	P-	--------
τῇ	ὁ	RA	----DSF-
ὁδῷ	ὁδός	N-	----DSF-
καί	καί	C-	--------
ὅτε	ὅτε	C-	--------
ἐγγίζουσι(ν)	ἐγγίζω	V-	3PAI-P--
εἰς	εἰς	P-	--------
Ἱεροσόλυμα	Ἱεροσόλυμα	N-	----APN-
εἰς	εἰς	P-	--------
Βηθφαγή	Βηθφαγή	N-	----ASF-
καί	καί	C-	--------
Βηθανίαν	Βηθανία	N-	----ASF-
πρός	πρός	P-	--------
τό	ὁ	RA	----ASN-
ὄρος	ὄρος	N-	----ASN-
τῶν	ὁ	RA	----GPF-
ἐλαιῶν	ἐλαία	N-	----GPF-
ἀποστέλλει	ἀποστέλλω	V-	3PAI-S--
δύο	δύο	A-	----APM-
τῶν	ὁ	RA	----GPM-
μαθητῶν	μαθητής	N-	----GPM-
αὐτοῦ	αὐτός	RP	----GSM-
καί	καί	C-	--------
λέγει	λέγω	V-	3PAI-S--
αὐτοῖς	αὐτός	RP	----DPM-
ὑπάγετε	ὑπάγω	V-	2PAD-P--
εἰς	εἰς	P-	--------
τήν	ὁ	RA	----ASF-
κώμην	κώμη	N-	----ASF-
τήν	ὁ	RA	----ASF-
κατέναντι	κατέναντι	P-	--------
ὑμῶν	σύ	RP	----GP--
καί	καί	C-	--------
εὐθύς	εὐθύς	A-	----NSM-
εἰσπορευόμενοι	εἰσπορεύομαι	V-	-PMPNPM-
εἰς	εἰς	P-	--------
αὐτήν	αὐτός	RP	----ASF-
εὑρήσετε	εὑρίσκω	V-	2FAI-P--
πῶλον	πῶλος	N-	----ASM-
δεδεμένον	δέω	V-	-XPPASM-
ἐπί	ἐπί	P-	--------
ὅν	ὅς	RR	----ASM-
οὐδείς	οὐδείς	A-	----NSM-
οὔπω	οὔπω	D-	--------
ἀνθρώπων	ἄνθρωπος	N-	----GPM-
ἐκάθισε(ν)	καθίζω	V-	3AAI-S--
λύσατε	λύω	V-	2AAD-P--
αὐτόν	αὐτός	RP	----ASM-
καί	καί	C-	--------
φέρετε	φέρω	V-	2PAD-P--
καί	καί	C-	--------
ἐάν	ἐάν	C-	--------
τὶς	τις	RI	----NSM-
ὑμῖν	σύ	RP	----DP--
εἴπῃ	λέγω	V-	3AAS-S--
τί	τίς	RI	----ASN-
ποιεῖτε	ποιέω	V-	2PAI-P--
τοῦτο	οὗτος	RD	----ASN-
εἴπατε	λέγω	V-	2AAD-P--
ὅτι	ὅτι	C-	--------
ὁ	ὁ	RA	----NSM-
κύριος	κύριος	N-	----NSM-
αὐτοῦ	αὐτός	RP	----GSM-
χρείαν	χρεία	N-	----ASF-
ἔχει	ἔχω	V-	3PAI-S--
καί	καί	C-	--------
εὐθύς	εὐθύς	A-	----NSM-
αὐτόν	αὐτός	RP	----ASM-
ἀποστέλλει	ἀποστέλλω	V-	3PAI-S--
πάλιν	πάλιν	D-	--------
ὧδε	ὧδε	D-	--------
καί	καί	C-	--------
ἀπῆλθον	ἀπέρχομαι	V-	3AAI-P--
καί	καί	C-	--------
εὗρον	εὑρίσκω	V-	3AAI-P--
πῶλον	πῶλος	N-	----ASM-
δεδεμένον	δέω	V-	-XPPASM-
πρός	πρός	P-	--------
θύραν	θύρα	N-	----ASF-
ἔξω	ἔξω	D-	--------
ἐπί	ἐπί	P-	--------
τοῦ	ὁ	RA	----GSN-
ἀμφόδου	ἄμφοδον	N-	----GSN-
καί	καί	C-	--------
λύουσι(ν)	λύω	V-	3PAI-P--
αὐτόν	αὐτός	RP	----ASM-
καί	καί	C-	--------
τινές	τις	RI	----NPM-
τῶν	ὁ	RA	----GPM-
ἐκεῖ	ἐκεῖ	D-	--------
ἑστηκότων	ἵστημι	V-	-XAPGPM-
ἔλεγον	λέγω	V-	3IAI-P--
αὐτοῖς	αὐτός	RP	----DPM-
τί	τίς	RI	----ASN-
ποιεῖτε	ποιέω	V-	2PAI-P--
λύοντες	λύω	V-	-PAPNPM-
τόν	ὁ	RA	----ASM-
πῶλον	πῶλος	N-	----ASM-
οἱ	ὁ	RA	----NPM-
δέ	δέ	C-	--------
εἶπαν	λέγω	V-	3AAI-P--
αὐτοῖς	αὐτός	RP	----DPM-
καθώς	καθώς	C-	--------
εἶπε(ν)	λέγω	V-	3AAI-S--
ὁ	ὁ	RA	----NSM-
Ἰησοῦς	Ἰησοῦς	N-	----NSM-
καί	καί	C-	--------
ἀφῆκαν	ἀφίημι	V-	3AAI-P--
αὐτούς	αὐτός	RP	----APM-
καί	καί	C-	--------
φέρουσι(ν)	φέρω	V-	3PAI-P--
τόν	ὁ	RA	----ASM-
πῶλον	πῶλος	N-	----ASM-
πρός	πρός	P-	--------
τόν	ὁ	RA	----ASM-
Ἰησοῦν	Ἰησοῦς	N-	----ASM-
καί	καί	C-	--------
ἐπιβάλλουσι(ν)	ἐπιβάλλω	V-	3PAI-P--
αὐτῷ	αὐτός	RP	----DSM-
τά	ὁ	RA	----APN-
ἱμάτια	ἱμάτιον	N-	----APN-
αὐτῶν	αὐτός	RP	----GPM-
καί	καί	C-	--------
ἐκάθισε(ν)	καθίζω	V-	3AAI-S--
ἐπί	ἐπί	P-	--------
αὐτόν	αὐτός	RP	----ASM-
καί	καί	C-	--------
πολλοί	πολύς	A-	----NPM-
τά	ὁ	RA	----APN-
ἱμάτια	ἱμάτιον	N-	----APN-
αὐτῶν	αὐτός	RP	----GPM-
ἔστρωσαν	στρώννυμι	V-	3AAI-P--
εἰς	εἰς	P-	--------
τήν	ὁ	RA	----ASF-
ὁδόν	ὁδός	N-	----ASF-
ἄλλοι	ἄλλος	A-	----NPM-
δέ	δέ	C-	--------
στιβάδας	στιβάς	N-	----APF-
κόψαντες	κόπτω	V-	-AAPNPM-
ἐκ	ἐκ	P-	--------
τῶν	ὁ	RA	----GPM-
ἀγρῶν	ἀγρός	N-	----GPM-
καί	καί	C-	--------
οἱ	ὁ	RA	----NPM-
προάγοντες	προάγω	V-	-PAPNPM-
καί	καί	C-	--------
οἱ	ὁ	RA	----NPM-
ἀκολουθοῦντες	ἀκολουθέω	V-	-PAPNPM-
ἔκραζον	κράζω	V-	3IAI-P--
ὡσαννά	ὡσαννά	X-	--------
εὐλογημένος	εὐλογέω	V-	-XPPNSM-
ὁ	ὁ	RA	----NSM-
ἐρχόμενος	ἔρχομαι	V-	-PMPNSM-
ἐν	ἐν	P-	--------
ὀνόματι	ὄνομα	N-	----DSN-
κυρίου	κύριος	N-	----GSM-
εὐλογημένη	εὐλογέω	V-	-XPPNSF-
ἡ	ὁ	RA	----NSF-
ἐρχομένη	ἔρχομαι	V-	-PMPNSF-
βασιλεία	βασιλεία	N-	----NSF-
τοῦ	ὁ	RA	----GSM-
πατρός	πατήρ	N-	----GSM-
ἡμῶν	ἐγώ	RP	----GP--
Δαυίδ	Δαυίδ	N-	----GSM-
ὡσαννά	ὡσαννά	X-	--------
ἐν	ἐν	P-	--------
τοῖς	ὁ	RA	----DPN-
ὑψίστοις	ὕψιστος	A-	----DPNS
καί	καί	C-	--------
εἰσῆλθε(ν)	εἰσέρχομαι	V-	3AAI-S--
εἰς	εἰς	P-	--------
Ἱεροσόλυμα	Ἱεροσόλυμα	N-	----APN-
εἰς	εἰς	P-	--------
τό	ὁ	RA	----ASN-
ἱερόν	ἱερός	A-	----ASN-
καί	καί	C-	--------
περιβλεψάμενος	περιβλέπομαι	V-	-AMPNSM-
πάντα	πᾶς	A-	----APN-
ὀψέ	ὀψέ	D-	--------
ἤδη	ἤδη	D-	--------
οὔσης	εἰμί	V-	-PAPGSF-
τῆς	ὁ	RA	----GSF-
ὥρας	ὥρα	N-	----GSF-
ἐξῆλθε(ν)	ἐξέρχομαι	V-	3AAI-S--
εἰς	εἰς	P-	--------
Βηθανίαν	Βηθανία	N-	----ASF-
μετά	μετά	P-	--------
τῶν	ὁ	RA	----GPM-
δώδεκα	δώδεκα	A-	----GPM-
καί	καί	C-	--------
τῇ	ὁ	RA	----DSF-
ἐπαύριον	ἐπαύριον	D-	--------
ἐξελθόντων	ἐξέρχομαι	V-	-AAPGPM-
αὐτῶν	αὐτός	RP	----GPM-
ἀπό	ἀπό	P-	--------
Βηθανίας	Βηθανία	N-	----GSF-
ἐπείνασε(ν)	πεινάω	V-	3AAI-S--
καί	καί	C-	--------
ἰδών	ὁράω	V-	-AAPNSM-
συκῆν	συκῆ	N-	----ASF-
ἀπό	ἀπό	P-	--------
μακρόθεν	μακρόθεν	D-	--------
ἔχουσαν	ἔχω	V-	-PAPASF-
φύλλα	φύλλον	N-	----APN-
ἦλθε(ν)	ἔρχομαι	V-	3AAI-S--
εἰ	εἰ	X-	--------
ἄρα	ἄρα	X-	--------
τὶ	τις	RI	----ASN-
εὑρήσει	εὑρίσκω	V-	3FAI-S--
ἐν	ἐν	P-	--------
αὐτῇ	αὐτός	RP	----DSF-
καί	καί	C-	--------
ἐλθών	ἔρχομαι	V-	-AAPNSM-
ἐπί	ἐπί	P-	--------
αὐτήν	αὐτός	RP	----ASF-
οὐδέν	οὐδείς	A-	----ASN-
εὗρε(ν)	εὑρίσκω	V-	3AAI-S--
εἰ	εἰ	C-	--------
μή	μή	D-	--------
φύλλα	φύλλον	N-	----APN-
ὁ	ὁ	RA	----NSM-
γάρ	γάρ	C-	--------
καιρός	καιρός	N-	----NSM-
οὐ	οὐ	D-	--------
ἦν	εἰμί	V-	3IAI-S--
σύκων	σῦκον	N-	----GPN-
καί	καί	C-	--------
ἀποκριθείς	ἀποκρίνομαι	V-	-APPNSM-
εἶπε(ν)	λέγω	V-	3AAI-S--
αὐτῇ	αὐτός	RP	----DSF-
μηκέτι	μηκέτι	D-	--------
εἰς	εἰς	P-	--------
τόν	ὁ	RA	----ASM-
αἰῶνα	αἰών	N-	----ASM-
ἐκ	ἐκ	P-	--------
σοῦ	σύ	RP	----GS--
μηδείς	μηδείς	A-	----NSM-
καρπόν	καρπός	N-	----ASM-
φάγοι	ἐσθίω	V-	3AAO-S--
καί	καί	C-	--------
ἤκουον	ἀκούω	V-	3IAI-P--
οἱ	ὁ	RA	----NPM-
μαθηταί	μαθητής	N-	----NPM-
αὐτοῦ	αὐτός	RP	----GSM-
καί	καί	C-	--------
ἔρχονται	ἔρχομαι	V-	3PMI-P--
εἰς	εἰς	P-	--------
Ἱεροσόλυμα	Ἱεροσόλυμα	N-	----APN-
καί	καί	C-	--------
εἰσελθών	εἰσέρχομαι	V-	-AAPNSM-
εἰς	εἰς	P-	--------
τό	ὁ	RA	----ASN-
ἱερόν	ἱερός	A-	----ASN-
ἤρξατο	ἄρχω	V-	3AMI-S--
ἐκβάλλειν	ἐκβάλλω	V-	-PAN----
τούς	ὁ	RA	----APM-
πωλοῦντας	πωλέω	V-	-PAPAPM-
καί	καί	C-	--------
τούς	ὁ	RA	----APM-
ἀγοράζοντας	ἀγοράζω	V-	-PAPAPM-
ἐν	ἐν	P-	--------
τῷ	ὁ	RA	----DSN-
ἱερῷ	ἱερός	A-	----DSN-
καί	καί	C-	--------
τάς	ὁ	RA	----APF-
τραπέζας	τράπεζα	N-	----APF-
τῶν	ὁ	RA	----GPM-
κολλυβιστῶν	κολλυβιστής	N-	----GPM-
καί	καί	C-	--------
τάς	ὁ	RA	----APF-
καθέδρας	καθέδρα	N-	----APF-
τῶν	ὁ	RA	----GPM-
πωλούντων	πωλέω	V-	-PAPGPM-
τάς	ὁ	RA	----APF-
περιστεράς	περιστερά	N-	----APF-
κατέστρεψε(ν)	καταστρέφω	V-	3AAI-S--
καί	καί	C-	--------
οὐ	οὐ	D-	--------
ἤφιε(ν)	ἀφίημι	V-	3IAI-S--
ἵνα	ἵνα	C-	--------
τὶς	τις	RI	----NSM-
διενέγκῃ	διαφέρω	V-	3AAS-S--
σκεῦος	σκεῦος	N-	----ASN-
διά	διά	P-	--------
τοῦ	ὁ	RA	----GSN-
ἱεροῦ	ἱερός	A-	----GSN-
καί	καί	C-	--------
ἐδίδασκε(ν)	διδάσκω	V-	3IAI-S--
καί	καί	C-	--------
ἔλεγε(ν)	λέγω	V-	3IAI-S--
αὐτοῖς	αὐτός	RP	----DPM-
οὐ	οὐ	X-	--------
γέγραπται	γράφω	V-	3XPI-S--
ὅτι	ὅτι	C-	--------
ὁ	ὁ	RA	----NSM-
οἶκος	οἶκος	N-	----NSM-
μου	ἐγώ	RP	----GS--
οἶκος	οἶκος	N-	----NSM-
προσευχῆς	προσευχή	N-	----GSF-
κληθήσεται	καλέω	V-	3FPI-S--
πᾶσι(ν)	πᾶς	A-	----DPN-
τοῖς	ὁ	RA	----DPN-
ἔθνεσι(ν)	ἔθνος	N-	----DPN-
ὑμεῖς	σύ	RP	----NP--
δέ	δέ	C-	--------
πεποιήκατε	ποιέω	V-	2XAI-P--
αὐτόν	αὐτός	RP	----ASM-
σπήλαιον	σπήλαιον	N-	----ASN-
λῃστῶν	λῃστής	N-	----GPM-
καί	καί	C-	--------
ἤκουσαν	ἀκούω	V-	3AAI-P--
οἱ	ὁ	RA	----NPM-
ἀρχιερεῖς	ἀρχιερεύς	N-	----NPM-
καί	καί	C-	--------
οἱ	ὁ	RA	----NPM-
γραμματεῖς	γραμματεύς	N-	----NPM-
καί	καί	C-	--------
ἐζήτουν	ζητέω	V-	3IAI-P--
πῶς	πῶς	D-	--------
αὐτόν	αὐτός	RP	----ASM-
ἀπολέσωσι(ν)	ἀπόλλυμι	V-	3AAS-P--
ἐφοβοῦντο	φοβέομαι	V-	3IMI-P--
γάρ	γάρ	C-	--------
αὐτόν	αὐτός	RP	----ASM-
πᾶς	πᾶς	A-	----NSM-
γάρ	γάρ	C-	--------
ὁ	ὁ	RA	----NSM-
ὄχλος	ὄχλος	N-	----NSM-
ἐξεπλήσσετο	ἐκπλήσσομαι	V-	3IPI-S--
ἐπί	ἐπί	P-	--------
τῇ	ὁ	RA	----DSF-
διδαχῇ	διδαχή	N-	----DSF-
αὐτοῦ	αὐτός	RP	----GSM-
καί	καί	C-	--------
ὅταν	ὅταν	C-	--------
ὀψέ	ὀψέ	D-	--------
ἐγένετο	γίνομαι	V-	3AMI-S--
ἐξεπορεύοντο	ἐκπορεύομαι	V-	3IMI-P--
ἔξω	ἔξω	P-	--------
τῆς	ὁ	RA	----GSF-
πόλεως	πόλις	N-	----GSF-
καί	καί	C-	--------
παραπορευόμενοι	παραπορεύομαι	V-	-PMPNPM-
πρωΐ	πρωΐ	D-	--------
εἶδον	ὁράω	V-	3AAI-P--
τήν	ὁ	RA	----ASF-
συκῆν	συκῆ	N-	----ASF-
ἐξηραμμένην	ξηραίνω	V-	-XPPASF-
ἐκ	ἐκ	P-	--------
ῥιζῶν	ῥίζα	N-	----GPF-
καί	καί	C-	--------
ἀναμνησθείς	ἀναμιμνῄσκω	V-	-APPNSM-
ὁ	ὁ	RA	----NSM-
Πέτρος	Πέτρος	N-	----NSM-
λέγει	λέγω	V-	3PAI-S--
αὐτῷ	αὐτός	RP	----DSM-
ῥαββί	ῥαββί	N-	----VSM-
ἴδε	ἴδε	X-	--------
ἡ	ὁ	RA	----NSF-
συκῆ	συκῆ	N-	----NSF-
ἥν	ὅς	RR	----ASF-
κατηράσω	καταράομαι	V-	2AMI-S--
ἐξήρανται	ξηραίνω	V-	3XPI-S--
καί	καί	C-	--------
ἀποκριθείς	ἀποκρίνομαι	V-	-APPNSM-
ὁ	ὁ	RA	----NSM-
Ἰησοῦς	Ἰησοῦς	N-	----NSM-
λέγει	λέγω	V-	3PAI-S--
αὐτοῖς	αὐτός	RP	----DPM-
ἔχετε	ἔχω	V-	2PAD-P--
πίστιν	πίστις	N-	----ASF-
θεοῦ	θεός	N-	----GSM-
ἀμήν	ἀμήν	X-	--------
λέγω	λέγω	V-	1PAI-S--
ὑμῖν	σύ	RP	----DP--
ὅτι	ὅτι	C-	--------
ὅς	ὅς	RR	----NSM-
ἄν	ἄν	X-	--------
εἴπῃ	λέγω	V-	3AAS-S--
τῷ	ὁ	RA	----DSN-
ὄρει	ὄρος	N-	----DSN-
τούτῳ	οὗτος	RD	----DSN-
ἄρθητι	αἴρω	V-	2APD-S--
καί	καί	C-	--------
βλήθητι	βάλλω	V-	2APD-S--
εἰς	εἰς	P-	--------
τήν	ὁ	RA	----ASF-
θάλασσαν	θάλασσα	N-	----ASF-
καί	καί	C-	--------
μή	μή	D-	--------
διακριθῇ	διακρίνω	V-	3APS-S--
ἐν	ἐν	P-	--------
τῇ	ὁ	RA	----DSF-
καρδίᾳ	καρδία	N-	----DSF-
αὐτοῦ	αὐτός	RP	----GSM-
ἀλλά	ἀλλά	C-	--------
πιστεύῃ	πιστεύω	V-	3PAS-S--
ὅτι	ὅτι	C-	--------
ὅ	ὅς	RR	----ASN-
λαλεῖ	λαλέω	V-	3PAI-S--
γίνεται	γίνομαι	V-	3PMI-S--
ἔσται	εἰμί	V-	3FMI-S--
αὐτῷ	αὐτός	RP	----DSM-
διά	διά	P-	--------
τοῦτο	οὗτος	RD	----ASN-
λέγω	λέγω	V-	1PAI-S--
ὑμῖν	σύ	RP	----DP--
πάντα	πᾶς	A-	----APN-
ὅσα	ὅσος	RR	----APN-
προσεύχεσθε	προσεύχομαι	V-	2PMI-P--
καί	καί	C-	--------
αἰτεῖσθε	αἰτέω	V-	2PMI-P--
πιστεύετε	πιστεύω	V-	2PAD-P--
ὅτι	ὅτι	C-	--------
ἐλάβετε	λαμβάνω	V-	2AAI-P--
καί	καί	C-	--------
ἔσται	εἰμί	V-	3FMI-S--
ὑμῖν	σύ	RP	----DP--
καί	καί	C-	--------
ὅταν	ὅταν	C-	--------
στήκετε	στήκω	V-	2PAI-P--
προσευχόμενοι	προσεύχομαι	V-	-PMPNPM-
ἀφίετε	ἀφίημι	V-	2PAD-P--
εἰ	εἰ	C-	--------
τὶ	τις	RI	----ASN-
ἔχετε	ἔχω	V-	2PAI-P--
κατά	κατά	P-	--------
τινός	τις	RI	----GSM-
ἵνα	ἵνα	C-	--------
καί	καί	D-	--------
ὁ	ὁ	RA	----NSM-
πατήρ	πατήρ	N-	----NSM-
ὑμῶν	σύ	RP	----GP--
ὁ	ὁ	RA	----NSM-
ἐν	ἐν	P-	--------
τοῖς	ὁ	RA	----DPM-
οὐρανοῖς	οὐρανός	N-	----DPM-
ἀφῇ	ἀφίημι	V-	3AAS-S--
ὑμῖν	σύ	RP	----DP--
τά	ὁ	RA	----APN-
παραπτώματα	παράπτωμα	N-	----APN-
ὑμῶν	σύ	RP	----GP--
καί	καί	C-	--------
ἔρχονται	ἔρχομαι	V-	3PMI-P--
πάλιν	πάλιν	D-	--------
εἰς	εἰς	P-	--------
Ἱεροσόλυμα	Ἱεροσόλυμα	N-	----APN-
καί	καί	C-	--------
ἐν	ἐν	P-	--------
τῷ	ὁ	RA	----DSN-
ἱερῷ	ἱερός	A-	----DSN-
περιπατοῦντος	περιπατέω	V-	-PAPGSM-
αὐτοῦ	αὐτός	RP	----GSM-
ἔρχονται	ἔρχομαι	V-	3PMI-P--
πρός	πρός	P-	--------
αὐτόν	αὐτός	RP	----ASM-
οἱ	ὁ	RA	----NPM-
ἀρχιερεῖς	ἀρχιερεύς	N-	----NPM-
καί	καί	C-	--------
οἱ	ὁ	RA	----NPM-
γραμματεῖς	γραμματεύς	N-	----NPM-
καί	καί	C-	--------
οἱ	ὁ	RA	----NPM-
πρεσβύτεροι	πρεσβύτερος	A-	----NPM-
καί	καί	C-	--------
ἔλεγον	λέγω	V-	3IAI-P--
αὐτῷ	αὐτός	RP	----DSM-
ἐν	ἐν	P-	--------
ποίᾳ	ποῖος	RI	----DSF-
ἐξουσίᾳ	ἐξουσία	N-	----DSF-
ταῦτα	οὗτος	RD	----APN-
ποιεῖς	ποιέω	V-	2PAI-S--
ἤ	ἤ	C-	--------
τίς	τίς	RI	----NSM-
σοι	σύ	RP	----DS--
ἔδωκε(ν)	δίδωμι	V-	3AAI-S--
τήν	ὁ	RA	----ASF-
ἐξουσίαν	ἐξουσία	N-	----ASF-
ταύτην	οὗτος	RD	----ASF-
ἵνα	ἵνα	C-	--------
ταῦτα	οὗτος	RD	----APN-
ποιῇς	ποιέω	V-	2PAS-S--
ὁ	ὁ	RA	----NSM-
δέ	δέ	C-	--------
Ἰησοῦς	Ἰησοῦς	N-	----NSM-
εἶπε(ν)	λέγω	V-	3AAI-S--
αὐτοῖς	αὐτός	RP	----DPM-
ἐπερωτήσω	ἐπερωτάω	V-	1FAI-S--
ὑμᾶς	σύ	RP	----AP--
ἕνα	εἷς	A-	----ASM-
λόγον	λόγος	N-	----ASM-
καί	καί	C-	--------
ἀποκρίθητε	ἀποκρίνομαι	V-	2APD-P--
μοι	ἐγώ	RP	----DS--
καί	καί	C-	--------
ἐρῶ	λέγω	V-	1FAI-S--
ὑμῖν	σύ	RP	----DP--
ἐν	ἐν	P-	--------
ποίᾳ	ποῖος	RI	----DSF-
ἐξουσίᾳ	ἐξουσία	N-	----DSF-
ταῦτα	οὗτος	RD	----APN-
ποιῶ	ποιέω	V-	1PAI-S--
τό	ὁ	RA	----NSN-
βάπτισμα	βάπτισμα	N-	----NSN-
τό	ὁ	RA	----NSN-
Ἰωάννου	Ἰωάννης	N-	----GSM-
ἐκ	ἐκ	P-	--------
οὐρανοῦ	οὐρανός	N-	----GSM-
ἦν	εἰμί	V-	3IAI-S--
ἤ	ἤ	C-	--------
ἐκ	ἐκ	P-	--------
ἀνθρώπων	ἄνθρωπος	N-	----GPM-
ἀποκρίθητε	ἀποκρίνομαι	V-	2APD-P--
μοι	ἐγώ	RP	----DS--
καί	καί	C-	--------
διελογίζοντο	διαλογίζομαι	V-	3IMI-P--
πρός	πρός	P-	--------
ἑαυτούς	ἑαυτοῦ	RP	----APM-
λέγοντες	λέγω	V-	-PAPNPM-
τί	τίς	RI	----ASN-
εἴπωμεν	λέγω	V-	1AAS-P--
ἐάν	ἐάν	C-	--------
εἴπωμεν	λέγω	V-	1AAS-P--
ἐκ	ἐκ	P-	--------
οὐρανοῦ	οὐρανός	N-	----GSM-
ἐρεῖ	λέγω	V-	3FAI-S--
διά	διά	P-	--------
τί	τίς	RI	----ASN-
οὖν	οὖν	C-	--------
οὐ	οὐ	D-	--------
ἐπιστεύσατε	πιστεύω	V-	2AAI-P--
αὐτῷ	αὐτός	RP	----DSM-
ἀλλά	ἀλλά	C-	--------
εἴπωμεν	λέγω	V-	1AAS-P--
ἐκ	ἐκ	P-	--------
ἀνθρώπων	ἄνθρωπος	N-	----GPM-
ἐφοβοῦντο	φοβέομαι	V-	3IMI-P--
τόν	ὁ	RA	----ASM-
ὄχλον	ὄχλος	N-	----ASM-
ἅπαντες	ἅπας	A-	----NPM-
γάρ	γάρ	C-	--------
εἶχον	ἔχω	V-	3IAI-P--
τόν	ὁ	RA	----ASM-
Ἰωάννην	Ἰωάννης	N-	----ASM-
ὄντως	ὄντως	D-	--------
ὅτι	ὅτι	C-	--------
προφήτης	προφήτης	N-	----NSM-
ἦν	εἰμί	V-	3IAI-S--
καί	καί	C-	--------
ἀποκριθέντες	ἀποκρίνομαι	V-	-APPNPM-
τῷ	ὁ	RA	----DSM-
Ἰησοῦ	Ἰησοῦς	N-	----DSM-
λέγουσι(ν)	λέγω	V-	3PAI-P--
οὐ	οὐ	D-	--------
οἴδαμεν	οἶδα	V-	1XAI-P--
καί	καί	C-	--------
ὁ	ὁ	RA	----NSM-
Ἰησοῦς	Ἰησοῦς	N-	----NSM-
λέγει	λέγω	V-	3PAI-S--
αὐτοῖς	αὐτός	RP	----DPM-
οὐδέ	οὐδέ	D-	--------
ἐγώ	ἐγώ	RP	----NS--
λέγω	λέγω	V-	1PAI-S--
ὑμῖν	σύ	RP	----DP--
ἐν	ἐν	P-	--------
ποίᾳ	ποῖος	RI	----DSF-
ἐξουσίᾳ	ἐξουσία	N-	----DSF-
ταῦτα	οὗτος	RD	----APN-
ποιῶ	ποιέω	V-	1PAI-S--
καί	καί	C-	--------
ἤρξατο	ἄρχω	V-	3AMI-S--
αὐτοῖς	αὐτός	RP	----DPM-
ἐν	ἐν	P-	--------
παραβολαῖς	παραβολή	N-	----DPF-
λαλεῖν	λαλέω	V-	-PAN----
ἀμπελῶνα	ἀμπελών	N-	----ASM-
ἄνθρωπος	ἄνθρωπος	N-	----NSM-
ἐφύτευσε(ν)	φυτεύω	V-	3AAI-S--
καί	καί	C-	--------
περιέθηκε(ν)	περιτίθημι	V-	3AAI-S--
φραγμόν	φραγμός	N-	----ASM-
καί	καί	C-	--------
ὤρυξε(ν)	ὀρύσσω	V-	3AAI-S--
ὑπολήνιον	ὑπολήνιον	N-	----ASN-
καί	καί	C-	--------
ᾠκοδόμησε(ν)	οἰκοδομέω	V-	3AAI-S--
πύργον	πύργος	N-	----ASM-
καί	καί	C-	--------
ἐξέδετο	ἐκδίδωμι	V-	3AMI-S--
αὐτόν	αὐτός	RP	----ASM-
γεωργοῖς	γεωργός	N-	----DPM-
καί	καί	C-	--------
ἀπεδήμησε(ν)	ἀποδημέω	V-	3AAI-S--
καί	καί	C-	--------
ἀπέστειλε(ν)	ἀποστέλλω	V-	3AAI-S--
πρός	πρός	P-	--------
